"","Accession","Latitude","Longitude","offset_5","offset_6","offset_7","offset_8","offset_9","offset_10","offset_11","offset_12","offset_13","offset_14","offset_15","offset_16","offset_17","offset_18","offset_19","offset_20","offset_21"
"33","IS12808",39.79,26.3325,0.0970198483353271,0.169004912856521,0.181502192927909,0.146731463101146,0.149928265236149,0.108859249694302,0.0875791069147039,0.059527036612991,0.0262454710150038,0.0153242088540063,0.0202304914002115,0.0226875491406741,0.025369871998361,0.0230726724375358,0.0169573375583673,0.00498239314423596,0.00955627602559016
"34","IS12810",40.04000092,27.05999947,0.0970198483353271,0.169004912856521,0.181502192927909,0.146731463101146,0.149928265236149,0.108859249694302,0.0875791069147039,0.059527036612991,0.0262454710150038,0.0153242088540063,0.0202304914002115,0.0226875491406741,0.025369871998361,0.0230726724375358,0.0169573375583673,0.00498239314423596,0.00955627602559016
"35","IS12811",40.36000061,27.97999954,0.0970198483353271,0.169004912856521,0.181502192927909,0.146731463101146,0.149928265236149,0.108859249694302,0.0875791069147039,0.059527036612991,0.0262454710150038,0.0153242088540063,0.0202304914002115,0.0226875491406741,0.025369871998361,0.0230726724375358,0.0169573375583673,0.00498239314423596,0.00955627602559016
"36","IS12813",41.1822222,41.8194444,0.167284423871218,0.217134247787118,0.151028262852388,0.145762131570001,0.14384992128206,0.15990428786226,0.0962085829726745,0.0336201649200366,0.0252449131139704,0.0190650411320921,0.0135050029522023,0.0206407487350631,0.0113232178205549,0.00621556582915805,0.0248977435079331,0.020633168898962,0.0225091258158123
"37","IS12815",40.6080556,43.0975,0.167284423871218,0.217134247787118,0.151028262852388,0.145762131570001,0.14384992128206,0.15990428786226,0.0962085829726745,0.0336201649200366,0.0252449131139704,0.0190650411320921,0.0135050029522023,0.0206407487350631,0.0113232178205549,0.00621556582915805,0.0248977435079331,0.020633168898962,0.0225091258158123
"38","IS12818",37.3111111,40.7427778,0.177111542940048,0.272958001249663,0.257173539462357,0.219056943933722,0.15935615635004,0.0903926230081606,0.0825261805626533,0.0668264338367443,0.0765461519649791,0.0921436662003201,0.0727166719573022,0.109430915071748,0.111946755213489,0.109460851041884,0.0964659085935329,0.112156736520478,0.120235645099441
"39","IS12819",37.0097222,37.7941667,0.134423989821673,0.227896066680026,0.22232942751174,0.194322956171451,0.134259611525196,0.0857003889879828,0.0608923462353452,0.0567917801805937,0.0914372526259832,0.102520127167953,0.0855031458674709,0.126861681742352,0.127914872928932,0.0854151701757444,0.111976897688197,0.125304799263695,0.105593995793124
"40","IS12821",37.6,36.9166,0.134423989821673,0.227896066680026,0.22232942751174,0.194322956171451,0.134259611525196,0.0857003889879828,0.0608923462353452,0.0567917801805937,0.0914372526259832,0.102520127167953,0.0855031458674709,0.126861681742352,0.127914872928932,0.0854151701757444,0.111976897688197,0.125304799263695,0.105593995793124
"41","IS12822",38.353333,38.311944,0.148746501503688,0.212512934717297,0.148898906648643,0.143171238603866,0.170521321964665,0.117975484668627,0.0336335292665113,0.0352224724143274,0.0183263043016797,0.00526845300405609,0.00810620471772723,0.00698435377879291,0.00690110485156591,0.00656494337538806,0.00729678943881818,0.00291737960966312,0.00348416019788541
"42","IS13148",33.3386111,44.3938889,0.202080611358197,0.272719456161079,0.253004719636506,0.199105522383596,0.147330268823395,0.144958960433957,0.134177437799301,0.129641836593276,0.123453261194626,0.122759596065079,0.105719084592625,0.111010048971882,0.129662388806289,0.132277596992629,0.146653220065234,0.11346206263145,0.1237171704434
"43","IS13155",41.0333,30.6333,0.102287146191578,0.16315910295518,0.15019897789723,0.136721195160577,0.158129039407774,0.112027667493156,0.0952312153135352,0.0774079575383654,0.0324047443112986,0.0243110682277684,0.00231829860897007,0.017380109888005,0.00920339924815402,0.0207830129612222,0.00658872781236272,0.00198015157813818,0.0156167321425098
"44","IS13263",26.28000069,73.01999664,0.0494583797713996,0.0877061574604525,0.103837262437039,0.085868925980405,0.0954109754620343,0.083297511880445,0.0599054308061377,0.0716091670935812,0.0610160338978028,0.036576749652407,0.0299105167779955,0.0224935839184523,0.0182226415790049,0.0243464801091876,0.0369146465800135,0.039915074481131,0.0309895081995154
"45","IS1360",24.62999916,73.23000336,0.0512763167611919,0.11582934582621,0.131725996725788,0.0895649949687672,0.0994055367742817,0.128145166313614,0.0827786766428142,0.081498308112784,0.0608757153801012,0.0385354141682816,0.0429603901069913,0.0250869082253173,0.0232218980958661,0.0249657285493895,0.0268170857360427,0.0363057750045728,0.0390755967390418
"46","IS1371",16.28000069,79.26000214,0.061656507750111,0.0256858470279181,0.0267251162785697,0.0251184757171176,0.0145898265797596,0.0107146217283419,0.0109017822864578,0.0160783841498391,0.00511704184266188,0.00677244729847395,0.00690573339109348,0.00496383737400297,0.0166399372135146,0.016549942126385,0.020669133697664,0.0207185874128728,0.0240952996265874
"47","IS1398",10.36999989,30.22999954,0.0396621853579062,0.08667214977515,0.0944428687440583,0.0478051499409601,0.0223780389717013,0.0142329526036673,0.00990989576090075,0.00539927631393917,0.0047405514207746,0.00183104654180665,0.0017668435375024,0.0149433377329903,0.0175455104600037,0.0186700934128327,0.0111101745057107,0.0115395245656514,0.000973265126038512
"48","IS1401",25.37999916,66.90000153,0.0558446953983254,0.0866263213963457,0.117670284893543,0.120509283509185,0.114421447503055,0.0780186841896324,0.0529429196707415,0.0550034279040111,0.0467734223482446,0.0297161914831946,0.0320526637558729,0.0134160335158945,0.0170055758540515,0.0204459920437014,0.0502535611659502,0.0325525359920836,0.037827944431123
"49","IS14133",40.2447222,30.02,0.102287146191578,0.16315910295518,0.15019897789723,0.136721195160577,0.158129039407774,0.112027667493156,0.0952312153135352,0.0774079575383654,0.0324047443112986,0.0243110682277684,0.00231829860897007,0.017380109888005,0.00920339924815402,0.0207830129612222,0.00658872781236272,0.00198015157813818,0.0156167321425098
"50","IS1416",20.80999947,78.87999725,0.0470998896814002,0.0584468630816147,0.0671309403112518,0.0319546681840756,0.0256832847074164,0.0196305529119313,0.0257161304376129,0.0254101207525574,0.0206068851057885,0.0186576114299941,0.0215027263479397,0.0190759843173552,0.020401500215734,0.0196646967280778,0.0211093097340365,0.0247324559209588,0.0222059674474737
"51","IS1425",10.92000008,79.81999969,0.00883599337473883,0.0115301689410246,0.033406095468381,0.0271499694540605,0.0236815139409997,0.00978209714121474,0.0225168966664206,0.0237817237671277,0.0241468635345017,0.00511624814820152,0.0250426841031746,0.00922685958620083,0.0129199472156276,0.0119770273414119,0.0123031702302492,0.0208646808636076,0.0179759438630074
"52","IS14444",29.05000069,79.5167,0.0652194601644326,0.170943108828192,0.147409661576566,0.156963792968614,0.129435339757243,0.0893564573000124,0.028773284515874,0.0360996735509472,0.0243395938680972,0.0246383825789354,0.0166011460020078,0.0143842694565226,0.0116622033955433,0.0115367250611457,0.0141876889913466,0.015884880775654,0.0123276624775706
"53","IS14449",14.03999996,35.22000122,0.080690242594323,0.157997925288831,0.0921506026408967,0.0556186702695065,0.0278499158343119,0.0397720302349082,0.0319467867882567,0.0221615627497169,0.0216566535929784,0.0157366480565533,0.0226778780507914,0.0220129374909773,0.0126344529607556,0.0182471775765319,0.00576834230667535,0.0202641340374005,0.0237553847084014
"54","IS14478",8.409999847,32.06000137,0.0208277471985042,0.133122440081334,0.140011686035193,0.0383211854147111,0.0262880342644591,0.0282291819820765,0.0136964418354642,0.00887347017418249,0.0066823055170913,0.00458326633884369,0.00493778853802792,0.0142069004081532,0.020869472341519,0.0190539812743374,0.0183650810986457,0.0154331327703192,0.0010260636607832
"55","IS14556",4.510000229,35.97999954,0.0370910201904859,0.152368688579724,0.174146627221939,0.0993319601874968,0.114369841346576,0.0496589910712059,0.0191557633980316,0.0397728063911101,0.0350657532461938,0.0345602744836177,0.0314725474054533,0.0114181581875611,0.0098277727533203,0.0127853950731913,0.0100138938304325,0.0228614794377003,0.0128295446092106
"56","IS14564",14.03999996,35.22000122,0.080690242594323,0.157997925288831,0.0921506026408967,0.0556186702695065,0.0278499158343119,0.0397720302349082,0.0319467867882567,0.0221615627497169,0.0216566535929784,0.0157366480565533,0.0226778780507914,0.0220129374909773,0.0126344529607556,0.0182471775765319,0.00576834230667535,0.0202641340374005,0.0237553847084014
"57","IS14635",9.010000229,40.24000168,0.0195142945386478,0.0746874403053236,0.0655593345680413,0.115986200197441,0.122445151734057,0.135063362618971,0.123716335857284,0.114330260411612,0.0198032785210717,0.0138533772519885,0.0163174835847454,0.0175288343580614,0.0181048149186643,0.0152575573512416,0.0120239053674752,0.00830335223912948,0.017389015583759
"58","IS1464",16.97999954,77.72000122,0.0435521496761899,0.0488832407116329,0.0264886825853621,0.0276669964639095,0.0244345037253796,0.0198923060983038,0.0105242610674494,0.0122183583382576,0.0141858740267132,0.0155859456743063,0.0185161707491825,0.006403835122202,0.018020348601186,0.0190867541733454,0.0194570382634142,0.0197164601954235,0.0200796524000675
"59","IS14719",6.03000021,37.54999924,0.0220891314149754,0.128279532735712,0.237581931475615,0.121335837642232,0.104834467775199,0.126142993593422,0.0908559313600475,0.0289101447476813,0.0272817351173609,0.0220633432460446,0.0129268381858933,0.0137839286289237,0.0114781822085484,0.0067247427539532,0.0142999909076488,0.0111894451727298,0.0262670533505271
"60","IS1472",10.96000004,78.08000183,0.00740800226672877,0.0138715271489987,0.0341049655725488,0.0298266695647862,0.0113387624233851,0.00958852318413186,0.00776876804273059,0.0116516493669121,0.0039413197066773,0.00506867909213215,0.0176707894308661,0.00242142384067584,0.00366803358863966,0.00238426408662475,0.00343153533799935,0.0150559855728391,0.0258043975398952
"61","IS14724",5.289999962,37.34999847,0.0401233551915195,0.10851249383317,0.139775128365192,0.160477683115952,0.146549983424614,0.0407953674828639,0.0368905974813581,0.0452437148378868,0.0416599155235108,0.0451498878076138,0.0248624029488388,0.00531350686838172,0.0230560395894472,0.0258229631348315,0.0155047493685337,0.0282013795454438,0.00584353060796863
"62","IS14735",5.380000114,37.93000031,0.0401233551915195,0.10851249383317,0.139775128365192,0.160477683115952,0.146549983424614,0.0407953674828639,0.0368905974813581,0.0452437148378868,0.0416599155235108,0.0451498878076138,0.0248624029488388,0.00531350686838172,0.0230560395894472,0.0258229631348315,0.0155047493685337,0.0282013795454438,0.00584353060796863
