,Accession,Latitude,Longitude,CLM_grid,avg_soil_file,scenario,maturity_days_5,maturity_days_6,maturity_days_7,maturity_days_8,maturity_days_9,maturity_days_10,maturity_days_11,maturity_days_12,maturity_days_13,maturity_days_14,maturity_days_15,maturity_days_16,maturity_days_17,maturity_days_18,maturity_days_19,veg_days_5,veg_days_6,veg_days_7,veg_days_8,veg_days_9,veg_days_10,veg_days_11,veg_days_12,veg_days_13,veg_days_14,veg_days_15,veg_days_16,veg_days_17,veg_days_18,veg_days_19,repro_days_5,repro_days_6,repro_days_7,repro_days_8,repro_days_9,repro_days_10,repro_days_11,repro_days_12,repro_days_13,repro_days_14,repro_days_15,repro_days_16,repro_days_17,repro_days_18,repro_days_19,water_cum_adj_5,water_cum_adj_6,water_cum_adj_7,water_cum_adj_8,water_cum_adj_9,water_cum_adj_10,water_cum_adj_11,water_cum_adj_12,water_cum_adj_13,water_cum_adj_14,water_cum_adj_15,water_cum_adj_16,water_cum_adj_17,water_cum_adj_18,water_cum_adj_19,water_veg_adj_5,water_veg_adj_6,water_veg_adj_7,water_veg_adj_8,water_veg_adj_9,water_veg_adj_10,water_veg_adj_11,water_veg_adj_12,water_veg_adj_13,water_veg_adj_14,water_veg_adj_15,water_veg_adj_16,water_veg_adj_17,water_veg_adj_18,water_veg_adj_19,water_repro_adj_5,water_repro_adj_6,water_repro_adj_7,water_repro_adj_8,water_repro_adj_9,water_repro_adj_10,water_repro_adj_11,water_repro_adj_12,water_repro_adj_13,water_repro_adj_14,water_repro_adj_15,water_repro_adj_16,water_repro_adj_17,water_repro_adj_18,water_repro_adj_19,tmpavg_cum_adj_5,tmpavg_cum_adj_6,tmpavg_cum_adj_7,tmpavg_cum_adj_8,tmpavg_cum_adj_9,tmpavg_cum_adj_10,tmpavg_cum_adj_11,tmpavg_cum_adj_12,tmpavg_cum_adj_13,tmpavg_cum_adj_14,tmpavg_cum_adj_15,tmpavg_cum_adj_16,tmpavg_cum_adj_17,tmpavg_cum_adj_18,tmpavg_cum_adj_19,tmpavg_veg_adj_5,tmpavg_veg_adj_6,tmpavg_veg_adj_7,tmpavg_veg_adj_8,tmpavg_veg_adj_9,tmpavg_veg_adj_10,tmpavg_veg_adj_11,tmpavg_veg_adj_12,tmpavg_veg_adj_13,tmpavg_veg_adj_14,tmpavg_veg_adj_15,tmpavg_veg_adj_16,tmpavg_veg_adj_17,tmpavg_veg_adj_18,tmpavg_veg_adj_19,tmpavg_repro_adj_5,tmpavg_repro_adj_6,tmpavg_repro_adj_7,tmpavg_repro_adj_8,tmpavg_repro_adj_9,tmpavg_repro_adj_10,tmpavg_repro_adj_11,tmpavg_repro_adj_12,tmpavg_repro_adj_13,tmpavg_repro_adj_14,tmpavg_repro_adj_15,tmpavg_repro_adj_16,tmpavg_repro_adj_17,tmpavg_repro_adj_18,tmpavg_repro_adj_19,cold_cum_adj_5,cold_cum_adj_6,cold_cum_adj_7,cold_cum_adj_8,cold_cum_adj_9,cold_cum_adj_10,cold_cum_adj_11,cold_cum_adj_12,cold_cum_adj_13,cold_cum_adj_14,cold_cum_adj_15,cold_cum_adj_16,cold_cum_adj_17,cold_cum_adj_18,cold_cum_adj_19,cold_veg_adj_5,cold_veg_adj_6,cold_veg_adj_7,cold_veg_adj_8,cold_veg_adj_9,cold_veg_adj_10,cold_veg_adj_11,cold_veg_adj_12,cold_veg_adj_13,cold_veg_adj_14,cold_veg_adj_15,cold_veg_adj_16,cold_veg_adj_17,cold_veg_adj_18,cold_veg_adj_19,cold_repro_adj_5,cold_repro_adj_6,cold_repro_adj_7,cold_repro_adj_8,cold_repro_adj_9,cold_repro_adj_10,cold_repro_adj_11,cold_repro_adj_12,cold_repro_adj_13,cold_repro_adj_14,cold_repro_adj_15,cold_repro_adj_16,cold_repro_adj_17,cold_repro_adj_18,cold_repro_adj_19,solar_cum_adj_5,solar_cum_adj_6,solar_cum_adj_7,solar_cum_adj_8,solar_cum_adj_9,solar_cum_adj_10,solar_cum_adj_11,solar_cum_adj_12,solar_cum_adj_13,solar_cum_adj_14,solar_cum_adj_15,solar_cum_adj_16,solar_cum_adj_17,solar_cum_adj_18,solar_cum_adj_19,solar_veg_adj_5,solar_veg_adj_6,solar_veg_adj_7,solar_veg_adj_8,solar_veg_adj_9,solar_veg_adj_10,solar_veg_adj_11,solar_veg_adj_12,solar_veg_adj_13,solar_veg_adj_14,solar_veg_adj_15,solar_veg_adj_16,solar_veg_adj_17,solar_veg_adj_18,solar_veg_adj_19,solar_repro_adj_5,solar_repro_adj_6,solar_repro_adj_7,solar_repro_adj_8,solar_repro_adj_9,solar_repro_adj_10,solar_repro_adj_11,solar_repro_adj_12,solar_repro_adj_13,solar_repro_adj_14,solar_repro_adj_15,solar_repro_adj_16,solar_repro_adj_17,solar_repro_adj_18,solar_repro_adj_19
12,HOR9607,42.3,43.35,42.6Nx42.5E,Wheat_v10_sg_avg_109216.soil,nw_targets_01,87,318,334,290,305,331,227,332,287,327,320,307,293,300,315,77,252,272,238,234,274,147,220,225,257,251,247,233,240,259,0,50,48,42,59,46,44,55,46,50,55,44,45,47,43,0,2784.139818,3779.673466,102.878397,3093.764002,1828.640962,61.62371,4143.784844,152.249307,3472.157208,2996.465752,644.153407,236.797671,1690.920551,74.510985,0,52.41964,187.518249,0,0,0,0,17.350635,0,67.643017,1.701793,0,167.917903,0,0,0,2731.720178,3592.155217,102.878397,3093.764002,1828.640962,61.62371,4126.434209,152.249307,3404.514191,2994.763959,644.153407,68.879768,1690.920551,74.510985,270.45,2323.02,3109.27,1809.19,3270.64,2929.86,1717.08,3645.74,2219.02,2957.42,2949.36,2872.92,2474.74,2545.31,3030.5,270.45,1361.71,2007.8,1027.97,1708.72,1940.21,834.61,2250.58,1286.99,1753.13,1562.34,1895.59,1614.87,1555.84,2154.33,0,961.31,1101.47,781.22,1561.92,989.65,882.47,1395.16,932.03,1204.29,1387.02,977.33,859.87,989.47,876.17,144.56,1518.44,2294.53,1187.41,2529.18,2161.45,1232.84,2814.12,1530.74,2159.12,2130.99,2176.12,1796.91,1867.81,2267.65,144.56,783.86,1414.44,550.76,1256.33,1370.07,527.18,1725.7,792.24,1186.94,1028.99,1378.9,1107.7,1077.15,1550.99,0,734.58,880.09,636.65,1272.85,791.38,705.66,1088.42,738.5,972.18,1102,797.22,689.21,790.66,716.66,411.983,4016.455,4090.521,3242.43,3810.409,3927.337,2848.053,4370.373,3350.244,4392.826,4382.005,3955.309,3641.102,3626.199,4086.061,411.983,2840.696,2842.668,2211.209,2256.223,2666.662,1676.566,2840.123,2155.904,3065.086,2822.974,2832.155,2488.819,2425.443,2977.459,0,1175.759,1247.853,1031.221,1554.186,1260.675,1171.487,1530.25,1194.34,1327.74,1559.031,1123.154,1152.283,1200.756,1108.602
13,HOR10761,5.63,38.23,4.7Nx37.5E,Wheat_v10_sg_avg_135093.soil,nw_targets_01,1,254,106,175,61,270,165,113,190,115,166,131,112,276,110,0,182,55,114,0,202,81,69,106,72,107,63,55,198,61,0,53,42,51,56,47,71,34,75,34,50,58,54,58,40,0,6208.231483,3493.703528,5188.815738,4775.294368,6951.007305,6463.35033,3516.234666,7395.787236,4100.191876,7217.166526,6509.359593,9196.744552,11940.69691,4372.867194,0,4414.684969,446.627752,3432.728661,0,6207.790468,1052.204592,791.101374,3026.965322,1499.714767,4338.606965,2615.660428,4830.211115,9221.954027,532.643644,0,1793.546514,3047.075776,1756.087077,4775.294368,743.216837,5411.145738,2725.133292,4368.821914,2600.477109,2878.559561,3893.699165,4366.533437,2718.74288,3840.22355,0,5689.73,2321.22,3936.52,1555.4,6180.33,3742.28,2514.22,4513.7,2614.71,3923.33,3144.29,2880.21,6337.08,2407.32,0,4423.12,1240.99,2714.94,0,5122.35,1869.29,1609.59,2563.45,1719.85,2657.91,1603.37,1478.4,4984.39,1303.23,0,1266.61,1080.23,1221.58,1555.4,1057.98,1872.99,904.63,1950.25,894.86,1265.42,1540.92,1401.81,1352.69,1104.09,0,5207.08,2095.09,3569.98,1387.75,5584.74,3393.02,2287.04,4073.37,2362.12,3582.57,2834.4,2594.26,5786.38,2180.03,0,4046.49,1122.33,2459.59,0,4619.25,1716.51,1466.86,2323.91,1571.69,2426.3,1428.8,1319.39,4540.76,1174.25,0,1160.59,972.76,1110.39,1387.75,965.49,1676.51,820.18,1749.46,790.43,1156.27,1405.6,1274.87,1245.62,1005.78,0,4164.253,1785.344,3013.721,1292.135,4963.104,2865.926,1939.674,3472.114,2032.531,2949.476,2458.311,2442.344,4879.994,1832.093,0,3238.708,935.283,2108.316,0,4148.379,1397.195,1265.52,1956.488,1283.915,2061.164,1286.451,1283.467,3919.902,1000.427,0,925.545,850.061,905.405,1292.135,814.725,1468.731,674.154,1515.626,748.616,888.312,1171.86,1158.877,960.092,831.666
14,HOR937,39.07,21.82,38.8Nx22.5E,Wheat_v10_sg_avg_119246.soil,nw_targets_01,78,252,205,172,80,232,219,182,228,231,152,219,176,216,237,66,203,123,160,60,178,168,121,168,175,78,169,120,160,182,0,40,73,4,2,42,40,51,49,46,64,41,43,41,45,2.472289,837.400487,0,0,0,3618.535879,4285.96914,319.828974,3975.701011,1236.542937,0,1372.723535,1597.755744,2841.326545,3415.040611,2.472289,241.180448,0,0,0,1157.621766,1405.220962,0,103.409865,9.188119,0,0,0,396.069915,1592.838294,0,596.220039,0,0,0,2460.914113,2880.748178,319.828974,3872.291146,1227.354818,0,1372.723535,1597.755744,2445.25663,1822.202317,744.44,2788.4,2187.57,1605.78,583.55,2701.32,2528.61,2026.33,2900.27,2624.74,1432.55,2627.14,1866.34,2485.52,2832.97,744.44,2041.41,1417.19,1581.5,568.4,1834.77,1707.22,1296.2,1766.16,1928.04,690.33,1861.47,1163.43,1680.4,2090.46,0,746.99,770.38,24.28,15.15,866.55,821.39,730.13,1134.11,696.7,742.22,765.67,702.91,805.12,742.51,668.29,2363.68,1866.14,1350.45,486.93,2227.16,2095.54,1694.45,2437.64,2218,1208.13,2227.59,1495.42,2072.32,2404.11,668.29,1716.69,1233.12,1331.65,475.79,1477.23,1383.79,1071.66,1454.62,1623.26,592.43,1570.85,906.83,1369.96,1761.96,0,646.99,633.02,18.8,11.14,749.93,711.75,622.79,983.02,594.74,615.7,656.74,588.59,702.36,642.15,315.465,2570.305,1782.342,1218.04,319.188,2926.306,2698.789,1787.124,2869.708,2591.907,1266.268,2455.354,2132.713,2649.542,2691.891,315.465,1733.549,818.31,1171.918,303.678,1943.261,1733.38,971.99,1626.464,1671.42,429.179,1514.09,1209.085,1700.533,1780.752,0,836.756,964.032,46.122,15.51,983.045,965.409,815.134,1243.244,920.487,837.089,941.264,923.628,949.009,911.139
15,HOR2785,35.6,51.87,35.1Nx52.5E,Wheat_v10_sg_avg_125192.soil,nw_targets_01,65,288,310,302,261,326,260,273,298,350,253,274,351,260,330,0,133,133,121,103,157,165,127,139,206,142,101,217,159,175,0,56,58,63,94,76,91,75,69,79,85,93,56,98,71,0,13054.56375,13017.4523,11966.47211,14212.88427,16686.84702,16301.38428,18571.61013,18348.84339,19940.30694,13369.5903,18934.61023,21211.08116,19273.27029,16940.77442,0,7454.563763,7217.468757,5666.480786,5041.420716,9086.847024,7201.384275,11071.61013,11448.84339,12040.30694,4936.220061,9634.610229,15611.08116,9473.270294,9840.774422,0,5599.999985,5799.98354,6299.991322,9171.463558,7600,9100,7500,6900,7900,8433.370235,9300,5600,9800,7100,0,4389.07,4059.42,3993.01,4511.58,4535.7,4503.15,5034.64,4451.97,5204.31,3628.21,4981.68,5111.99,4483.53,4866.14,0,2906.75,2540.48,2258.18,1687,2338.7,1755.72,2868.51,2496.64,2892.49,1140.9,2131.84,3663.44,1458.28,2826.45,0,1482.32,1518.94,1734.83,2824.58,2197,2747.43,2166.13,1955.33,2311.82,2487.31,2849.84,1448.55,3025.25,2039.69,0,3671.22,3392.6,3314.41,3850.3,3670.42,3678.25,4194.5,3665.98,4229.93,2869.31,4278.07,4212.77,3617.15,3997.58,0,2415.92,2073.94,1824.29,1356.69,1825.91,1305.39,2345.48,1959.84,2215.44,762.11,1776.58,2974.69,1016.44,2268.13,0,1255.3,1318.66,1490.12,2493.61,1844.51,2372.86,1849.02,1706.14,2014.49,2107.2,2501.49,1238.08,2600.71,1729.45,0,4330.969,4411.459,4213.78,4626.447,5048.423,5336.52,5041.158,5025.287,6055.435,4717.696,4696.08,5682.527,5412.581,5332.228,0,3007.99,3048.356,2661.595,2164.367,3088.486,2930.215,3115.657,3205.499,3990.816,2288.012,2366.547,4419.396,2737.138,3488.949,0,1322.979,1363.103,1552.185,2462.08,1959.937,2406.305,1925.501,1819.788,2064.619,2429.684,2329.533,1263.131,2675.443,1843.279
16,HOR2792,30.52,50.85,31.3Nx50.0E,Wheat_v10_sg_avg_128428.soil,nw_targets_01,73,351,291,365,207,269,269,322,263,365,230,337,208,328,204,64,226,176,298,157,190,184,196,117,241,177,227,151,227,147,0,113,93,58,39,60,70,112,109,98,42,96,47,75,45,0,10896.42055,7671.100611,10097.49878,1733.797305,2880.340938,3298.828882,13998.01338,13865.09499,18284.12121,1696.180437,11880.02717,6400.246083,9574.25245,3062.472157,0,1194.129903,238.041695,5085.494428,751.331541,76.583425,156.363521,3573.864273,3800.872096,8703.749376,99.445589,4692.492811,4368.268235,4508.359734,655.031247,0,9702.290648,7433.058916,5012.004355,982.465764,2803.757513,3142.465361,10424.14911,10064.22289,9580.371837,1596.734848,7187.534358,2031.977848,5065.892716,2407.44091,425.96,5511.27,4095.59,5858.06,2082.61,3027.93,3329.68,5397.64,4544.07,6538.84,2200.99,5407.2,1710.28,4482.22,1748.05,425.96,1966.13,1298.04,4001.73,1327.8,1526.35,1460.78,1817.52,1123.42,3398.23,1327.33,2451.17,997.96,2393.3,927.02,0,3545.14,2797.55,1856.33,754.81,1501.58,1868.9,3580.12,3420.65,3140.61,873.66,2956.03,712.32,2088.92,821.03,321.02,4576.48,3360.81,4915.02,1600.11,2333.53,2657.91,4431.05,3786.08,5521.1,1654.61,4433.17,1179.76,3629.04,1277.05,321.02,1464.86,905.02,3276.4,954.07,1053.48,1015.42,1311.18,787.41,2737.96,910.22,1837.89,599.59,1806.61,588.49,0,3111.62,2455.79,1638.62,646.04,1280.05,1642.49,3119.87,2998.67,2783.14,744.39,2595.28,580.17,1822.43,688.56,523.946,6407.32,5282.536,6493.767,3163.644,4560.656,4825.831,6246.652,5295.978,7368.252,3740.194,6247.232,3390.01,5947.552,3313.508,523.946,3400.775,2696.51,5023.175,2212.901,2967.019,3017.497,3204.935,2262.186,4852.633,2713.907,3778.31,2314.565,3845.799,2155.492,0,3006.545,2586.026,1470.592,950.743,1593.637,1808.334,3041.717,3033.792,2515.619,1026.287,2468.922,1075.445,2101.753,1158.016
17,HOR2808,33.57,50.85,33.2Nx50.0E,Wheat_v10_sg_avg_126930.soil,nw_targets_01,71,355,321,353,287,359,327,321,300,365,320,255,356,269,346,56,273,187,210,151,205,201,158,177,210,210,145,209,160,200,0,63,80,69,103,87,105,111,83,81,94,107,63,106,67,0,12653.47908,12369.95861,12031.50819,14344.67975,12988.84894,11416.37362,16674.5005,16295.22093,21157.90609,14535.70327,14172.92505,16535.87728,13560.85245,19183.72115,0,6389.203563,4383.046364,5322.561283,4285.719885,4298.038959,1221.528789,5581.006811,7998.402288,13098.74082,5715.35691,3539.24151,10238.13317,3045.234722,12484.75194,0,6264.275518,7986.912242,6708.946911,10058.95986,8690.809982,10194.84483,11093.49369,8296.818646,8059.165272,8820.346357,10633.68354,6297.744114,10515.61773,6698.969214,171.42,4866.9,4482.81,4908.77,4688.25,5317.79,4717.75,5264.94,5104.37,5726.84,4410.43,4603.31,5362.03,4820.69,5449.56,171.42,3147.3,2162.53,2968.59,1522.48,2722.51,1466.05,1754.42,2634.43,3314.73,1545.47,1242.71,3649.75,1511.46,3570.36,0,1719.6,2320.28,1940.18,3165.77,2595.28,3251.7,3510.52,2469.94,2412.11,2864.96,3360.6,1712.28,3309.23,1879.2,97.37,3920.83,3722.83,4055.05,3923.32,4344.19,3835.73,4328.93,4188.41,4770.69,3507.42,3857.26,4460.66,3974.82,4524.99,97.37,2440.47,1696.97,2386.27,1177.45,2141.94,1009.44,1332.55,2051.33,2671.56,1064.57,916.59,2987.13,1105.64,2928.52,0,1480.36,2025.86,1668.78,2745.87,2202.25,2826.29,2996.38,2137.08,2099.13,2442.85,2940.67,1473.53,2869.18,1596.47,328.756,5995.515,5480.534,5395.193,5294.39,6207.859,6080.455,6012.063,6033.604,6321.88,5896.3,5097.215,5968.548,5871.667,5898.664,328.756,4507.652,3420.087,3881.882,2565.6,3945.424,3263.449,2964.71,3824.449,4357.721,3263.183,2283.196,4508.177,2993.13,4260.521,0,1487.863,2060.447,1513.311,2728.79,2262.435,2817.006,3047.353,2209.155,1964.159,2633.117,2814.019,1460.371,2878.537,1638.143
18,HOR2867,37.63,58.98,36.9Nx60.0E,Wheat_v10_sg_avg_122570.soil,nw_targets_01,1,278,285,335,262,284,276,322,256,339,304,279,345,275,296,0,135,142,181,158,159,118,177,162,195,183,153,212,166,154,0,54,54,59,101,75,95,65,90,67,91,91,72,105,59,0,14668.30151,14363.74296,13819.27219,15010.77966,17529.78434,15228.74246,18458.31272,15670.57764,17852.38194,17260.59123,17213.1394,18666.09383,17176.37761,18695.58847,0,9269.032555,8964.701965,7920.673492,4949.897538,10031.31848,5734.216898,11959.49098,6674.903962,11166.7133,8164.366535,8116.553986,11468.40542,6679.513994,12796.03049,0,5399.268956,5399.040997,5898.598701,10060.88212,7498.465861,9494.525562,6498.821744,8995.673673,6685.668636,9096.22469,9096.585416,7197.688405,10496.86362,5899.557983,0,4632.22,4515.79,4587.2,5085.42,5346.2,4954.46,5737.22,4848.91,5295.66,5202.14,5177.61,5504.29,5122.95,5424.62,0,3254.49,3168.36,3015.68,2019.26,3235.31,2093.94,4022.45,2141.48,3450.37,2436.69,2460.11,3459.66,1929.63,3856.3,0,1377.73,1347.43,1571.52,3066.16,2110.89,2860.52,1714.77,2707.43,1845.29,2765.45,2717.5,2044.63,3193.32,1568.32,0,4014.71,3924.41,3934.34,4338.7,4535.71,4270.1,4875.53,4022.99,4439.09,4300.94,4376.24,4621.37,4246.2,4680.18,0,2829.09,2749.59,2544.09,1608.58,2727.52,1743.31,3424.22,1639.01,2833.49,1902.61,1975.25,2827.84,1449.31,3343.14,0,1185.62,1174.82,1390.25,2730.12,1808.19,2526.79,1451.31,2383.98,1605.6,2398.33,2400.99,1793.53,2796.89,1337.04,0,4540.855,4618.892,4825.086,5091.549,5410.836,5029.402,5576.974,5518.896,5709.274,5828.84,5628.915,5960.926,5793.269,5321.022,0,3260.574,3384.507,3342.61,2307.716,3546.902,2444.587,4033.808,2919.907,3938.407,3393.544,3223.918,4118.244,2882.263,3865.935,0,1280.281,1234.385,1482.476,2783.833,1863.934,2584.815,1543.166,2598.989,1770.867,2435.296,2404.997,1842.682,2911.006,1455.087
19,HOR9827,32.77,13.98,33.2Nx15.0E,Wheat_v10_sg_avg_127446.soil,nw_targets_01,59,171,90,225,58,136,150,195,132,101,178,167,104,219,123,52,112,28,166,2,94,99,138,78,52,121,115,45,170,69,0,49,51,50,43,39,39,41,44,45,38,43,47,40,46,497.231684,9568.137845,5407.777906,13945.48191,2357.149978,8500.038306,11576.30366,14707.87649,7305.227219,7189.343529,11050.24593,9386.088459,7296.198673,14211.53278,5421.687636,497.231684,5470.839199,1199.966912,9280.363983,0,4609.954611,7690.087004,10610.40761,3011.876214,2899.744511,7380.912823,5127.655992,3410.968853,10313.27744,2938.438331,0,4097.298646,4207.810994,4665.117925,2357.149978,3890.083695,3886.21666,4097.468884,4293.351005,4289.599018,3669.333105,4258.432467,3885.22982,3898.255342,2483.249305,833.12,2480.09,1100.99,3444.65,615.96,2086.81,2169.59,3038.56,1955.95,1425.64,2483.72,2422.91,1336.73,3508.54,1926.14,833.12,1773.33,401.99,2607.11,31.32,1382.08,1406.5,2226.94,1212.68,719.87,1806.86,1716.56,636.46,2827.38,1221.61,0,706.76,699,837.54,584.64,704.73,763.09,811.62,743.27,705.77,676.86,706.35,700.27,681.16,704.53,812.48,2380.48,1056.35,3282.47,585.16,1982.72,2037.84,2841.11,1847.53,1341.66,2360.03,2307.06,1293.42,3345.16,1844.06,812.48,1714.71,390.67,2502.42,30.85,1327.94,1337.64,2103.4,1167.93,692.57,1718.67,1644.86,620.41,2699.24,1174.22,0,665.77,665.68,780.05,554.31,654.78,700.2,737.71,679.6,649.09,641.36,662.2,673.01,645.92,669.84,435.347,1736.431,816.187,3038.721,471.211,2201.512,2518.258,3008.69,1537.678,1464.821,2737.8,2093.072,1317.65,3222.106,1258.313,435.347,1006.133,238.053,1995.431,18.978,1318.156,1524.489,1948.73,780.204,587.639,1790.98,1235.641,453.497,2247.572,700.21,0,730.298,578.134,1043.29,452.233,883.356,993.769,1059.96,757.474,877.182,946.82,857.431,864.153,974.534,558.103
20,HOR8455,30.5,47.82,31.3Nx47.5E,Wheat_v10_sg_avg_127893.soil,nw_targets_01,70,250,103,326,283,349,115,365,97,365,90,310,297,287,314,63,164,54,124,107,155,71,171,48,189,42,114,99,95,117,0,68,46,168,171,170,41,171,45,153,44,178,175,170,182,0,15454.78539,8154.587845,23406.82257,24045.16166,29773.40731,10175.32525,30073.0088,9290.491873,32740.76501,8250.593148,28002.75778,26405.97034,22551.83131,26925.28594,0,8913.56622,5382.687575,6975.483948,7114.829287,13590.03727,7008.670399,13102.664,4790.622334,17883.11397,4199.980634,10707.3434,9384.508514,8327.453244,9140.696663,0,6541.219167,2771.90027,16431.33862,16930.33237,16183.37004,3166.654853,16970.3448,4499.869539,14857.65104,4050.612514,17295.41438,17021.46183,14224.37807,17784.58928,708.9,3683.26,1248.32,7568.09,7622.59,8092.09,1668.55,8744.19,1260.78,8650.93,1159.72,8132.61,7678.58,7285.15,8249.27,708.9,1810.33,548.56,1829.3,1684.51,2210.37,872.74,2752.07,529.83,3027.42,415.23,2009.1,1631.1,1454.47,1987.54,0,1872.93,699.76,5738.79,5938.08,5881.72,795.81,5992.12,730.95,5623.51,744.49,6123.51,6047.48,5830.68,6261.73,585.76,3062.26,994.28,6654.22,6746.35,7004.55,1350.4,7629.7,985.55,7556.92,904.84,7182.45,6767.34,6390.66,7254.55,585.76,1399.07,408.44,1478.72,1376.03,1772.76,669.5,2266.76,389.85,2478.03,298.42,1658.93,1332.64,1166.22,1635.96,0,1663.19,585.84,5175.5,5370.32,5231.79,680.9,5362.94,595.7,5078.89,606.42,5523.52,5434.7,5224.44,5618.59,657.18,3947.981,1598.788,6218.643,6193.105,7039.152,2106.346,7380.619,1731.458,7504.898,1522.724,6449.351,6473.901,6211.411,6868.024,657.18,2363.073,782.014,2268.686,1897.063,2687.332,1173.234,3085.381,747.706,3632.357,633.945,2270.933,2105.102,1922.257,2468.85,0,1584.908,816.774,3949.957,4296.042,4351.82,933.112,4295.238,983.752,3872.541,888.779,4178.418,4368.799,4289.154,4399.174
21,HOR10609,36.17,43.26,36.9Nx42.5E,Wheat_v10_sg_avg_122262.soil,nw_targets_01,29,361,267,339,295,338,287,326,322,341,273,296,313,298,350,0,191,150,157,157,187,157,103,169,220,151,139,110,157,196,0,74,99,79,116,95,115,115,106,82,118,90,108,90,87,0,12314.74716,11242.99242,12250.63185,11791.38627,11701.38992,13349.93679,15744.75508,13824.141,14392.60545,15876.64311,19531.07464,18724.56707,14242.21871,15030.28381,0,5025.584662,1598.161041,4991.000818,779.715003,2213.650546,1889.887989,4257.628797,3640.070168,6302.608919,4088.3972,10534.21124,7927.260723,5243.454551,6333.353335,0,7289.162493,9644.831379,7259.631027,11011.67127,9487.73937,11460.0488,11487.12628,10184.07083,8089.996526,11788.24591,8996.863397,10797.30635,8998.764159,8696.930472,0,5235.09,4297.48,4912.56,5240.88,5070.86,5286.01,5318.66,5514.9,5546.37,5330.45,5672.5,5371.96,5306.43,5747.47,0,3117.37,1283.63,2620.12,1560.85,2181.23,1673.66,1673.86,2216.85,3207.27,1590.33,2975.29,1987.5,2598.6,3141.06,0,2117.72,3013.85,2292.44,3680.03,2889.63,3612.35,3644.8,3298.05,2339.1,3740.12,2697.21,3384.46,2707.83,2606.41,0,4473.04,3605.31,4230.05,4480.16,4259.43,4476.61,4635.57,4720.49,4653.59,4545.79,4930.15,4668.67,4569.91,4970.88,0,2604.08,947.89,2187.8,1216.36,1696.31,1296.56,1386.64,1799.02,2591.29,1221.43,2542.96,1653.87,2153.08,2635.71,0,1868.96,2657.42,2042.25,3263.8,2563.12,3180.05,3248.93,2921.47,2062.3,3324.36,2387.19,3014.8,2416.83,2335.17,0,5207.923,4840.003,4844.462,5438.998,5714.074,5720.322,5359.746,5789.615,6271.565,5963.46,5463.018,5514.992,5685.918,5932.69,0,3517.736,2163.352,3143.053,2383.254,3195.461,2662.489,2264.549,2957.716,4345.462,2696.324,3353.836,2689.651,3478.078,3744.334,0,1690.187,2676.651,1701.409,3055.744,2518.613,3057.833,3095.197,2831.899,1926.103,3267.136,2109.182,2825.341,2207.84,2188.356
22,HOR10782,41.9,13.88,42.6Nx15.0E,Wheat_v10_sg_avg_108170.soil,nw_targets_01,82,247,196,213,215,219,217,202,196,224,211,195,171,218,202,71,185,91,139,153,159,156,122,101,159,132,103,88,145,117,0,52,94,62,53,50,52,70,84,56,70,82,73,64,76,0,797.585535,0,0,24.676728,771.811213,1153.372066,33.811601,0,393.388653,52.427741,58.216759,0,49.820375,0,0,720.597628,0,0,0,0,3.313328,33.811601,0,0,52.427741,58.216759,0,0,0,0,76.987907,0,0,24.676728,771.811213,1150.058738,0,0,393.388653,0,0,0,49.820375,0,876.26,2732.96,2004.44,2063.54,2210.48,2398.02,2446.36,2263.4,1975.97,2531.91,2393.19,2233.66,1908.72,2413.28,2252.04,876.26,2038.85,1177.53,1323.92,1507.55,1699.27,1733.84,1502.77,1178.19,1808.32,1636.27,1442.21,1143.16,1679.22,1470.27,0,694.11,826.91,739.62,702.93,698.75,712.52,760.63,797.78,723.59,756.92,791.45,765.56,734.06,781.77,834.68,2532.86,1874.42,1895.52,2006.77,2191.89,2257.46,2101.14,1797.17,2346.43,2244.17,2077.82,1781.66,2228.43,2089.72,834.68,1904.42,1110.67,1223.62,1366.27,1555.5,1605.03,1400.75,1084.73,1682.52,1552.23,1361.71,1077.27,1554.77,1377.1,0,628.44,763.75,671.9,640.5,636.39,652.43,700.39,712.44,663.91,691.94,716.11,704.39,673.66,712.62,262.66,2360.261,1447.407,1746.298,2020.724,2274.225,2196.596,1707.66,1670.701,2277.219,1785.96,1668.841,1475.546,2173.311,1809.648,262.66,1417.093,551.678,761.556,1070.887,1318.901,1239.629,914.09,713.706,1242.901,856.813,839.8,713.302,1194.905,943.157,0,943.168,895.729,984.742,949.837,955.324,956.967,793.57,956.995,1034.318,929.147,829.041,762.244,978.406,866.491
